dataset	package	graph_path	method	method_label	rank	score	etype	src	dst	suggested_level	suggested_rationale	evidence_level	annotator_note
qut	esqlibver-9.35.tar.gz	artifacts/qut_all/esqlibver-9.35.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	3	4.3900863	PROC|WRITE|FILE	PROC:qut::esqlibver-9.35.tar.gz::proc::install	FILE:qut::esqlibver-9.35.tar.gz::bucket::HOME_DIR	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	esqlibver-9.35.tar.gz	artifacts/qut_all/esqlibver-9.35.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	4	4.3900863	PROC|WRITE|FILE	PROC:qut::esqlibver-9.35.tar.gz::proc::install	FILE:qut::esqlibver-9.35.tar.gz::bucket::ROOT_DIR	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	esqlibver-9.35.tar.gz	artifacts/qut_all/esqlibver-9.35.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	5	4.3900863	PROC|WRITE|FILE	PROC:qut::esqlibver-9.35.tar.gz::proc::install	FILE:qut::esqlibver-9.35.tar.gz::bucket::TMP_DIR	contextual	File artifact is supporting context.	contextual	Coarse temp-directory bucket indicates file activity but lacks path detail.
qut	esqosintvisaget-7.61.tar.gz	artifacts/qut_all/esqosintvisaget-7.61.tar.gz.graph.pt	raw_explainer	Raw explainer	1	-3.9443491e-15	PROC|EXEC|CMD	PROC:qut::esqosintvisaget-7.61.tar.gz::proc::install	CMD:pattern::10::close -> newfstatat -> newfstatat -> no-error -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	esqosintvisaget-7.61.tar.gz	artifacts/qut_all/esqosintvisaget-7.61.tar.gz.graph.pt	raw_explainer	Raw explainer	2	-3.9443491e-15	PROC|EXEC|CMD	PROC:qut::esqosintvisaget-7.61.tar.gz::proc::install	CMD:pattern::9::newfstatat -> newfstatat -> openat -> no-error -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	esqosintvisaget-7.61.tar.gz	artifacts/qut_all/esqosintvisaget-7.61.tar.gz.graph.pt	raw_explainer	Raw explainer	3	-3.9443639e-15	PROC|EXEC|CMD	PROC:qut::esqosintvisaget-7.61.tar.gz::proc::install	CMD:pattern::2::read -> read -> read	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	esqosintvisaget-7.61.tar.gz	artifacts/qut_all/esqosintvisaget-7.61.tar.gz.graph.pt	raw_explainer	Raw explainer	4	-3.9443639e-15	PROC|EXEC|CMD	PROC:qut::esqosintvisaget-7.61.tar.gz::proc::install	CMD:pattern::8::newfstatat -> openat -> fstat -> no-error -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	esqosintvisaget-7.61.tar.gz	artifacts/qut_all/esqosintvisaget-7.61.tar.gz.graph.pt	raw_explainer	Raw explainer	5	-3.9443639e-15	PROC|EXEC|CMD	PROC:qut::esqosintvisaget-7.61.tar.gz::proc::install	CMD:pattern::7::read -> read -> read -> no-error -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	esqosintvisaget-7.61.tar.gz	artifacts/qut_all/esqosintvisaget-7.61.tar.gz.graph.pt	filtering	Filtering	1	-3.9443491e-15	PROC|EXEC|CMD	PROC:qut::esqosintvisaget-7.61.tar.gz::proc::install	CMD:pattern::10::close -> newfstatat -> newfstatat -> no-error -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	esqosintvisaget-7.61.tar.gz	artifacts/qut_all/esqosintvisaget-7.61.tar.gz.graph.pt	filtering	Filtering	2	-3.9443491e-15	PROC|EXEC|CMD	PROC:qut::esqosintvisaget-7.61.tar.gz::proc::install	CMD:pattern::9::newfstatat -> newfstatat -> openat -> no-error -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	esqosintvisaget-7.61.tar.gz	artifacts/qut_all/esqosintvisaget-7.61.tar.gz.graph.pt	filtering	Filtering	3	-3.9443639e-15	PROC|EXEC|CMD	PROC:qut::esqosintvisaget-7.61.tar.gz::proc::install	CMD:pattern::2::read -> read -> read	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	esqosintvisaget-7.61.tar.gz	artifacts/qut_all/esqosintvisaget-7.61.tar.gz.graph.pt	filtering	Filtering	4	-3.9443639e-15	PROC|EXEC|CMD	PROC:qut::esqosintvisaget-7.61.tar.gz::proc::install	CMD:pattern::8::newfstatat -> openat -> fstat -> no-error -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	esqosintvisaget-7.61.tar.gz	artifacts/qut_all/esqosintvisaget-7.61.tar.gz.graph.pt	filtering	Filtering	5	-3.9443639e-15	PROC|EXEC|CMD	PROC:qut::esqosintvisaget-7.61.tar.gz::proc::install	CMD:pattern::7::read -> read -> read -> no-error -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	esqosintvisaget-7.61.tar.gz	artifacts/qut_all/esqosintvisaget-7.61.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	1	4.3900863	PROC|WRITE|FILE	PROC:qut::esqosintvisaget-7.61.tar.gz::proc::install	FILE:qut::esqosintvisaget-7.61.tar.gz::bucket::ALL_FILES	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	esqosintvisaget-7.61.tar.gz	artifacts/qut_all/esqosintvisaget-7.61.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	2	4.3900863	PROC|READ|FILE	PROC:qut::esqosintvisaget-7.61.tar.gz::proc::install	FILE:qut::esqosintvisaget-7.61.tar.gz::bucket::ALL_FILES	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	esqosintvisaget-7.61.tar.gz	artifacts/qut_all/esqosintvisaget-7.61.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	3	4.3900863	PROC|WRITE|FILE	PROC:qut::esqosintvisaget-7.61.tar.gz::proc::install	FILE:qut::esqosintvisaget-7.61.tar.gz::bucket::TMP_DIR	contextual	File artifact is supporting context.	contextual	Coarse temp-directory bucket indicates file activity but lacks path detail.
qut	esqosintvisaget-7.61.tar.gz	artifacts/qut_all/esqosintvisaget-7.61.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	4	4.3900863	PROC|WRITE|FILE	PROC:qut::esqosintvisaget-7.61.tar.gz::proc::install	FILE:qut::esqosintvisaget-7.61.tar.gz::bucket::HOME_DIR	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	esqosintvisaget-7.61.tar.gz	artifacts/qut_all/esqosintvisaget-7.61.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	5	4.3900863	PROC|WRITE|FILE	PROC:qut::esqosintvisaget-7.61.tar.gz::proc::install	FILE:qut::esqosintvisaget-7.61.tar.gz::bucket::ETC_DIR	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	esqproofinthydra-4.9.tar.gz	artifacts/qut_all/esqproofinthydra-4.9.tar.gz.graph.pt	raw_explainer	Raw explainer	1	-3.9443491e-15	PROC|EXEC|CMD	PROC:qut::esqproofinthydra-4.9.tar.gz::proc::install	CMD:pattern::10::openat -> fstat -> ioctl -> no-error -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	esqproofinthydra-4.9.tar.gz	artifacts/qut_all/esqproofinthydra-4.9.tar.gz.graph.pt	raw_explainer	Raw explainer	2	-3.9443491e-15	PROC|EXEC|CMD	PROC:qut::esqproofinthydra-4.9.tar.gz::proc::install	CMD:pattern::9::newfstatat -> newfstatat -> openat -> no-error -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	esqproofinthydra-4.9.tar.gz	artifacts/qut_all/esqproofinthydra-4.9.tar.gz.graph.pt	raw_explainer	Raw explainer	3	-3.9443491e-15	PROC|EXEC|CMD	PROC:qut::esqproofinthydra-4.9.tar.gz::proc::install	CMD:pattern::8::newfstatat -> openat -> fstat -> no-error -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	esqproofinthydra-4.9.tar.gz	artifacts/qut_all/esqproofinthydra-4.9.tar.gz.graph.pt	raw_explainer	Raw explainer	4	-3.9443639e-15	PROC|EXEC|CMD	PROC:qut::esqproofinthydra-4.9.tar.gz::proc::install	CMD:pattern::1::newfstatat -> newfstatat -> newfstatat	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	esqproofinthydra-4.9.tar.gz	artifacts/qut_all/esqproofinthydra-4.9.tar.gz.graph.pt	raw_explainer	Raw explainer	5	-3.9443639e-15	PROC|EXEC|CMD	PROC:qut::esqproofinthydra-4.9.tar.gz::proc::install	CMD:pattern::7::read -> read -> read -> no-error -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	esqproofinthydra-4.9.tar.gz	artifacts/qut_all/esqproofinthydra-4.9.tar.gz.graph.pt	filtering	Filtering	1	-3.9443491e-15	PROC|EXEC|CMD	PROC:qut::esqproofinthydra-4.9.tar.gz::proc::install	CMD:pattern::10::openat -> fstat -> ioctl -> no-error -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	esqproofinthydra-4.9.tar.gz	artifacts/qut_all/esqproofinthydra-4.9.tar.gz.graph.pt	filtering	Filtering	2	-3.9443491e-15	PROC|EXEC|CMD	PROC:qut::esqproofinthydra-4.9.tar.gz::proc::install	CMD:pattern::9::newfstatat -> newfstatat -> openat -> no-error -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	esqproofinthydra-4.9.tar.gz	artifacts/qut_all/esqproofinthydra-4.9.tar.gz.graph.pt	filtering	Filtering	3	-3.9443491e-15	PROC|EXEC|CMD	PROC:qut::esqproofinthydra-4.9.tar.gz::proc::install	CMD:pattern::8::newfstatat -> openat -> fstat -> no-error -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	esqproofinthydra-4.9.tar.gz	artifacts/qut_all/esqproofinthydra-4.9.tar.gz.graph.pt	filtering	Filtering	4	-3.9443639e-15	PROC|EXEC|CMD	PROC:qut::esqproofinthydra-4.9.tar.gz::proc::install	CMD:pattern::1::newfstatat -> newfstatat -> newfstatat	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	esqproofinthydra-4.9.tar.gz	artifacts/qut_all/esqproofinthydra-4.9.tar.gz.graph.pt	filtering	Filtering	5	-3.9443639e-15	PROC|EXEC|CMD	PROC:qut::esqproofinthydra-4.9.tar.gz::proc::install	CMD:pattern::7::read -> read -> read -> no-error -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	esqproofinthydra-4.9.tar.gz	artifacts/qut_all/esqproofinthydra-4.9.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	1	4.3900863	PROC|WRITE|FILE	PROC:qut::esqproofinthydra-4.9.tar.gz::proc::install	FILE:qut::esqproofinthydra-4.9.tar.gz::bucket::ALL_FILES	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	esqproofinthydra-4.9.tar.gz	artifacts/qut_all/esqproofinthydra-4.9.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	2	4.3900863	PROC|READ|FILE	PROC:qut::esqproofinthydra-4.9.tar.gz::proc::install	FILE:qut::esqproofinthydra-4.9.tar.gz::bucket::ALL_FILES	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	esqproofinthydra-4.9.tar.gz	artifacts/qut_all/esqproofinthydra-4.9.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	3	4.3900863	PROC|WRITE|FILE	PROC:qut::esqproofinthydra-4.9.tar.gz::proc::install	FILE:qut::esqproofinthydra-4.9.tar.gz::bucket::ETC_DIR	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	esqproofinthydra-4.9.tar.gz	artifacts/qut_all/esqproofinthydra-4.9.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	4	4.3900863	PROC|WRITE|FILE	PROC:qut::esqproofinthydra-4.9.tar.gz::proc::install	FILE:qut::esqproofinthydra-4.9.tar.gz::bucket::HOME_DIR	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	esqproofinthydra-4.9.tar.gz	artifacts/qut_all/esqproofinthydra-4.9.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	5	4.3900863	PROC|WRITE|FILE	PROC:qut::esqproofinthydra-4.9.tar.gz::proc::install	FILE:qut::esqproofinthydra-4.9.tar.gz::bucket::TMP_DIR	contextual	File artifact is supporting context.	contextual	Coarse temp-directory bucket indicates file activity but lacks path detail.
qut	esqrandpy-2.87.tar.gz	artifacts/qut_all/esqrandpy-2.87.tar.gz.graph.pt	raw_explainer	Raw explainer	1	-3.9443491e-15	PROC|EXEC|CMD	PROC:qut::esqrandpy-2.87.tar.gz::proc::install	CMD:pattern::10::read -> read -> poll -> no-error -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	esqrandpy-2.87.tar.gz	artifacts/qut_all/esqrandpy-2.87.tar.gz.graph.pt	raw_explainer	Raw explainer	2	-3.9443491e-15	PROC|EXEC|CMD	PROC:qut::esqrandpy-2.87.tar.gz::proc::install	CMD:pattern::9::read -> poll -> read -> error=EAGAIN -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	esqrandpy-2.87.tar.gz	artifacts/qut_all/esqrandpy-2.87.tar.gz.graph.pt	raw_explainer	Raw explainer	3	-3.9443639e-15	PROC|EXEC|CMD	PROC:qut::esqrandpy-2.87.tar.gz::proc::install	CMD:pattern::7::read -> read -> read -> no-error -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	esqrandpy-2.87.tar.gz	artifacts/qut_all/esqrandpy-2.87.tar.gz.graph.pt	raw_explainer	Raw explainer	4	-3.9443639e-15	PROC|EXEC|CMD	PROC:qut::esqrandpy-2.87.tar.gz::proc::install	CMD:pattern::8::newfstatat -> openat -> fstat -> no-error -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	esqrandpy-2.87.tar.gz	artifacts/qut_all/esqrandpy-2.87.tar.gz.graph.pt	raw_explainer	Raw explainer	5	-3.9443639e-15	PROC|EXEC|CMD	PROC:qut::esqrandpy-2.87.tar.gz::proc::install	CMD:pattern::5::poll -> read -> read	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	esqrandpy-2.87.tar.gz	artifacts/qut_all/esqrandpy-2.87.tar.gz.graph.pt	filtering	Filtering	1	-3.9443491e-15	PROC|EXEC|CMD	PROC:qut::esqrandpy-2.87.tar.gz::proc::install	CMD:pattern::10::read -> read -> poll -> no-error -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	esqrandpy-2.87.tar.gz	artifacts/qut_all/esqrandpy-2.87.tar.gz.graph.pt	filtering	Filtering	2	-3.9443491e-15	PROC|EXEC|CMD	PROC:qut::esqrandpy-2.87.tar.gz::proc::install	CMD:pattern::9::read -> poll -> read -> error=EAGAIN -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	esqrandpy-2.87.tar.gz	artifacts/qut_all/esqrandpy-2.87.tar.gz.graph.pt	filtering	Filtering	3	-3.9443639e-15	PROC|EXEC|CMD	PROC:qut::esqrandpy-2.87.tar.gz::proc::install	CMD:pattern::7::read -> read -> read -> no-error -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	esqrandpy-2.87.tar.gz	artifacts/qut_all/esqrandpy-2.87.tar.gz.graph.pt	filtering	Filtering	4	-3.9443639e-15	PROC|EXEC|CMD	PROC:qut::esqrandpy-2.87.tar.gz::proc::install	CMD:pattern::8::newfstatat -> openat -> fstat -> no-error -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	esqrandpy-2.87.tar.gz	artifacts/qut_all/esqrandpy-2.87.tar.gz.graph.pt	filtering	Filtering	5	-3.9443639e-15	PROC|EXEC|CMD	PROC:qut::esqrandpy-2.87.tar.gz::proc::install	CMD:pattern::5::poll -> read -> read	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	esqrandpy-2.87.tar.gz	artifacts/qut_all/esqrandpy-2.87.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	1	4.3900863	PROC|WRITE|FILE	PROC:qut::esqrandpy-2.87.tar.gz::proc::install	FILE:qut::esqrandpy-2.87.tar.gz::bucket::ALL_FILES	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	esqrandpy-2.87.tar.gz	artifacts/qut_all/esqrandpy-2.87.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	2	4.3900863	PROC|READ|FILE	PROC:qut::esqrandpy-2.87.tar.gz::proc::install	FILE:qut::esqrandpy-2.87.tar.gz::bucket::ALL_FILES	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	esqrandpy-2.87.tar.gz	artifacts/qut_all/esqrandpy-2.87.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	3	4.3900863	PROC|WRITE|FILE	PROC:qut::esqrandpy-2.87.tar.gz::proc::install	FILE:qut::esqrandpy-2.87.tar.gz::bucket::OTHER_DIR	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	esqrandpy-2.87.tar.gz	artifacts/qut_all/esqrandpy-2.87.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	4	4.3900863	PROC|WRITE|FILE	PROC:qut::esqrandpy-2.87.tar.gz::proc::install	FILE:qut::esqrandpy-2.87.tar.gz::bucket::ETC_DIR	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	esqrandpy-2.87.tar.gz	artifacts/qut_all/esqrandpy-2.87.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	5	4.3900863	PROC|WRITE|FILE	PROC:qut::esqrandpy-2.87.tar.gz::proc::install	FILE:qut::esqrandpy-2.87.tar.gz::bucket::HOME_DIR	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	esqstrpushgrand-6.62.tar.gz	artifacts/qut_all/esqstrpushgrand-6.62.tar.gz.graph.pt	raw_explainer	Raw explainer	1	-3.9443639e-15	PROC|EXEC|CMD	PROC:qut::esqstrpushgrand-6.62.tar.gz::proc::install	CMD:pattern::10::ioctl -> lseek -> lseek -> error=ENOTTY -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	esqstrpushgrand-6.62.tar.gz	artifacts/qut_all/esqstrpushgrand-6.62.tar.gz.graph.pt	raw_explainer	Raw explainer	2	-3.9443639e-15	PROC|EXEC|CMD	PROC:qut::esqstrpushgrand-6.62.tar.gz::proc::install	CMD:pattern::9::newfstatat -> openat -> fstat -> error=ENOENT -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	esqstrpushgrand-6.62.tar.gz	artifacts/qut_all/esqstrpushgrand-6.62.tar.gz.graph.pt	raw_explainer	Raw explainer	3	-3.9443639e-15	PROC|EXEC|CMD	PROC:qut::esqstrpushgrand-6.62.tar.gz::proc::install	CMD:pattern::8::openat -> fstat -> ioctl -> no-error -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	esqstrpushgrand-6.62.tar.gz	artifacts/qut_all/esqstrpushgrand-6.62.tar.gz.graph.pt	raw_explainer	Raw explainer	4	-3.9443639e-15	PROC|EXEC|CMD	PROC:qut::esqstrpushgrand-6.62.tar.gz::proc::install	CMD:pattern::6::newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	esqstrpushgrand-6.62.tar.gz	artifacts/qut_all/esqstrpushgrand-6.62.tar.gz.graph.pt	raw_explainer	Raw explainer	5	-3.9443639e-15	PROC|EXEC|CMD	PROC:qut::esqstrpushgrand-6.62.tar.gz::proc::install	CMD:pattern::4::openat -> fstat -> ioctl	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	esqstrpushgrand-6.62.tar.gz	artifacts/qut_all/esqstrpushgrand-6.62.tar.gz.graph.pt	filtering	Filtering	1	-3.9443639e-15	PROC|EXEC|CMD	PROC:qut::esqstrpushgrand-6.62.tar.gz::proc::install	CMD:pattern::10::ioctl -> lseek -> lseek -> error=ENOTTY -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	esqstrpushgrand-6.62.tar.gz	artifacts/qut_all/esqstrpushgrand-6.62.tar.gz.graph.pt	filtering	Filtering	2	-3.9443639e-15	PROC|EXEC|CMD	PROC:qut::esqstrpushgrand-6.62.tar.gz::proc::install	CMD:pattern::9::newfstatat -> openat -> fstat -> error=ENOENT -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	esqstrpushgrand-6.62.tar.gz	artifacts/qut_all/esqstrpushgrand-6.62.tar.gz.graph.pt	filtering	Filtering	3	-3.9443639e-15	PROC|EXEC|CMD	PROC:qut::esqstrpushgrand-6.62.tar.gz::proc::install	CMD:pattern::8::openat -> fstat -> ioctl -> no-error -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	esqstrpushgrand-6.62.tar.gz	artifacts/qut_all/esqstrpushgrand-6.62.tar.gz.graph.pt	filtering	Filtering	4	-3.9443639e-15	PROC|EXEC|CMD	PROC:qut::esqstrpushgrand-6.62.tar.gz::proc::install	CMD:pattern::6::newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	esqstrpushgrand-6.62.tar.gz	artifacts/qut_all/esqstrpushgrand-6.62.tar.gz.graph.pt	filtering	Filtering	5	-3.9443639e-15	PROC|EXEC|CMD	PROC:qut::esqstrpushgrand-6.62.tar.gz::proc::install	CMD:pattern::4::openat -> fstat -> ioctl	TTP	Command execution reflects attacker behavior.	TTP	Command execution is behaviorally actionable.
qut	esqstrpushgrand-6.62.tar.gz	artifacts/qut_all/esqstrpushgrand-6.62.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	1	4.3900863	PROC|WRITE|FILE	PROC:qut::esqstrpushgrand-6.62.tar.gz::proc::install	FILE:qut::esqstrpushgrand-6.62.tar.gz::bucket::ALL_FILES	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	esqstrpushgrand-6.62.tar.gz	artifacts/qut_all/esqstrpushgrand-6.62.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	2	4.3900863	PROC|READ|FILE	PROC:qut::esqstrpushgrand-6.62.tar.gz::proc::install	FILE:qut::esqstrpushgrand-6.62.tar.gz::bucket::ALL_FILES	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	esqstrpushgrand-6.62.tar.gz	artifacts/qut_all/esqstrpushgrand-6.62.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	3	4.3900863	PROC|WRITE|FILE	PROC:qut::esqstrpushgrand-6.62.tar.gz::proc::install	FILE:qut::esqstrpushgrand-6.62.tar.gz::bucket::ETC_DIR	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	esqstrpushgrand-6.62.tar.gz	artifacts/qut_all/esqstrpushgrand-6.62.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	4	4.3900863	PROC|WRITE|FILE	PROC:qut::esqstrpushgrand-6.62.tar.gz::proc::install	FILE:qut::esqstrpushgrand-6.62.tar.gz::bucket::ROOT_DIR	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	esqstrpushgrand-6.62.tar.gz	artifacts/qut_all/esqstrpushgrand-6.62.tar.gz.graph.pt	filtering_rarity	Filtering + rarity	5	4.3900863	PROC|WRITE|FILE	PROC:qut::esqstrpushgrand-6.62.tar.gz::proc::install	FILE:qut::esqstrpushgrand-6.62.tar.gz::bucket::TMP_DIR	contextual	File artifact is supporting context.	contextual	Coarse temp-directory bucket indicates file activity but lacks path detail.
qut	flexponlib-0.0.1.tar.gz	artifacts/qut_all/flexponlib-0.0.1.tar.gz.graph.pt	raw_explainer	Raw explainer	1	-5.7965674e-17	PROC|CONNECT|NET	PROC:qut::flexponlib-0.0.1.tar.gz::proc::install	NET:port::443	IOC	Network destination can be pivoted as an indicator.	contextual	Port-only network pivot lacks destination identity.
qut	flexponlib-0.0.1.tar.gz	artifacts/qut_all/flexponlib-0.0.1.tar.gz.graph.pt	raw_explainer	Raw explainer	2	-5.7965674e-17	PROC|CONNECT|NET	PROC:qut::flexponlib-0.0.1.tar.gz::proc::install	NET:port::443	IOC	Network destination can be pivoted as an indicator.	contextual	Port-only network pivot lacks destination identity.
qut	flexponlib-0.0.1.tar.gz	artifacts/qut_all/flexponlib-0.0.1.tar.gz.graph.pt	raw_explainer	Raw explainer	3	-3.344523e-13	PROC|WRITE|FILE	PROC:qut::flexponlib-0.0.1.tar.gz::proc::install	FILE:qut::flexponlib-0.0.1.tar.gz::bucket::ALL_FILES	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	flexponlib-0.0.1.tar.gz	artifacts/qut_all/flexponlib-0.0.1.tar.gz.graph.pt	raw_explainer	Raw explainer	4	-7.3135443e-13	PROC|READ|FILE	PROC:qut::flexponlib-0.0.1.tar.gz::proc::install	FILE:qut::flexponlib-0.0.1.tar.gz::bucket::ALL_FILES	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	flexponlib-0.0.1.tar.gz	artifacts/qut_all/flexponlib-0.0.1.tar.gz.graph.pt	raw_explainer	Raw explainer	5	-1.8000183e-12	PROC|WRITE|FILE	PROC:qut::flexponlib-0.0.1.tar.gz::proc::install	FILE:qut::flexponlib-0.0.1.tar.gz::bucket::HOME_DIR	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	flexponlib-0.0.1.tar.gz	artifacts/qut_all/flexponlib-0.0.1.tar.gz.graph.pt	filtering	Filtering	1	-5.7965674e-17	PROC|CONNECT|NET	PROC:qut::flexponlib-0.0.1.tar.gz::proc::install	NET:port::443	IOC	Network destination can be pivoted as an indicator.	contextual	Port-only network pivot lacks destination identity.
qut	flexponlib-0.0.1.tar.gz	artifacts/qut_all/flexponlib-0.0.1.tar.gz.graph.pt	filtering	Filtering	2	-3.344523e-13	PROC|WRITE|FILE	PROC:qut::flexponlib-0.0.1.tar.gz::proc::install	FILE:qut::flexponlib-0.0.1.tar.gz::bucket::ALL_FILES	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
qut	flexponlib-0.0.1.tar.gz	artifacts/qut_all/flexponlib-0.0.1.tar.gz.graph.pt	filtering	Filtering	3	-7.3135443e-13	PROC|READ|FILE	PROC:qut::flexponlib-0.0.1.tar.gz::proc::install	FILE:qut::flexponlib-0.0.1.tar.gz::bucket::ALL_FILES	contextual	File artifact is supporting context.	contextual	Coarse file bucket provides behavior context only.
